SA2_code,SA2_name,2021,2026,2031,2036,2041,2046
306041164.0,Daintree,6734.000000000001,6906.949190170629,7127.365731902961,7305.671421189456,7444.260653920479,7551.325615151984
306041165.0,Port Douglas,5626.0,5962.593045428347,6445.278284429571,6896.874595343082,7304.258124414953,7655.705596589999
306051166.0,Atherton,11748.000000000002,12421.520620815292,13091.477129102263,13705.496526838346,14261.949160517313,14768.561203096267
306051167.0,Herberton,5569.000000000001,5578.576697465593,5574.7665038329305,5563.639940733326,5542.637320091583,5512.739314596882
306051168.0,Kuranda,4868.0,5265.714780292978,5585.865581035634,5914.895135996358,6245.688786483075,6572.882086971501
306051169.0,Malanda - Yungaburra,9171.000000000002,9396.73926362541,9659.856081253585,9852.2772386063,9979.126221529257,10054.294888278462
306051170.0,Mareeba,11998.000000000002,12726.484587397093,13313.985395079206,14066.694596027806,14767.021797456244,15419.39522305566
307011171.0,Balonne,4378.999999999999,4170.120660422666,3961.1294743816884,3761.240982128595,3563.028252287858,3364.4655309637974
307011172.0,Chinchilla,8895.0,9261.613248491785,9697.238788553526,10055.079044938238,10301.002064922062,10419.328967697145
307011173.0,Goondiwindi,6285.999999999998,6093.493712443942,6033.353705698419,5963.0497884233355,5863.154446209988,5725.112314699745
307011174.0,Inglewood - Waggamba,4100.0,3983.4596509535045,3859.867300486054,3733.888537081673,3596.0441895483905,3443.65769057739
307011175.0,Miles - Wandoan,4218.0,4177.299216371637,4149.380449182865,4118.083537120752,4078.982279912835,4009.876549774492
307011176.0,Roma,6928.0,6840.734823661604,6683.971980525729,6522.210160690788,6352.289405937483,6163.146635079201
307011177.0,Roma Surrounds,6031.999999999999,5864.588492676483,5686.628130280851,5504.775832727634,5304.922484279664,5083.037116131127
307011178.0,Tara,3892.0,3741.0700685926154,3652.5207654673045,3562.9978193555858,3487.2801817028744,3446.7988483056392
307021179.0,Crows Nest - Rosalie,9264.999999999998,9526.25029005211,9682.527827046702,9751.671129985949,9800.86671836448,9853.066676444536
